ID,A,B,感情
1_15021,食堂で納豆を食べてると、あからさまに嫌な顔する人がいて不愉快なんだ。,納豆って、嫌いな人は嫌いだからね。,嫌悪感を抱く
1_15022,安倍総理辞任のニュースを聞いて、びっくりしたよ。,安倍さん、長かったもんね。,期待する
1_15023,来週、合コンがあるんだ！,楽しみだね。いい出会いがあるといいね。,自信がある
1_15024,夫が、株の信用取引をしてたの！危険だからやめてって、さんざんお願いしてたのに。,ひどいね。隠れてやってたの？,激怒する
1_15025,最近、証券口座をチェックしてないから、評価額がどこまで下がってるか不安だな。,株を持ってるの？,不安に思う
1_15026,NISA口座に株を置いておけるのは最大5年間だから、それまでに株価が上がってほしいよ。,上がらないとどうなるの？,待ち望む
1_15027,先週末のドライブには、お弁当を持っていったよ。,ピクニックに行ったの？,楽しい
1_15028,夏休みの研究にピッタリだと思って、子どもと一緒に星座早見盤を作ったんだ。,星座の研究ってロマンチックだね。楽しめた？,懐かしい
1_15029,株を売るタイミングを逃してしまって、ガッカリだよ。,残念だったね。損が出ちゃったの？,がっかりする
1_15030,明日のゼミの発表会に向けて、資料の最後のチェックをしてるんだ。,緊張するね。チェックが終わったら準備万端？,心構えする
1_15031,株をやってるけど、全然だめだねー。,難しいもんね。,羨ましい
1_15032,今日の合コンは収穫があったよ！,ほほう！ぜひ聞かせてよ。,満足
1_15033,子どもがいないと、保母さんってやっちゃ駄目なのかな？,そんなことないよ。だって、若い保母さんっていっぱいいるじゃん？,打ちのめされる
1_15034,付き合ったことがないまま、30歳になっちゃったよ。,仕事が忙しかったの？,恥ずかしい
1_15035,友達が、彼氏が欲しいっていうから、ここはいっちょ、一肌脱ごうかな！,さすがだね！紹介したい人でもいるの？,思いやりを持つ
1_15036,大学の卒業証書に、卒業論文のコピーが挟まってたよ。,へー、読み返してみた？,感傷的になる
1_15037,全然、出会いがないから、友達に誰か紹介してほしいって頼んでみたよ。,そっかあ。ただ、紹介って難しいんだよね。,信頼する
1_15038,結婚はしたけど、結局、子どもには恵まれなかったよ。,子どもがいてもいなくても、あなたが幸せならそれで良いじゃない！,恥じる
1_15039,この年齢まで恋愛に興味が持てなかったし、このまま一生独身で終わるのかなあ。,仕事一筋だったの？,懸念する
1_15040,私達夫婦は子どもに恵まれませんでしたから、老後のことはよく考えておかねばなりません。,大事なことですよね。,誠実な気持ち
1_15041,祖父がさっき、お小遣いを持って来てくれたんだよね。,え～！お小遣い貰えるとかいいね！,おどろく
1_15042,お小遣いを何に使おうかと考えているんだ。,どのくらいの予算なの？,わくわくする
1_15043,父がタバコをポイ捨てしていたので、叱ったよ。,ポイ捨ては辞めて欲しいね。,怒る
1_15044,努力が認められて、時給が上がった～！,おめでとう～！頑張りが認められて良かった！,誇りに思う
1_15045,店長が他の店舗に異動することが決まって、悲しいよ～。,そうなんだ。代わりに他の人が来るの？,悲しい
1_15046,バックルームが狭いから、荷物がくると身動き出来なくなってしまう。,そんなに狭いんだ。,いらいらする
1_15047,祖父が庭の落ち葉拾いをしてくれた。わざわざそのために、我が家に来てくれたみたい。,やさしいおじいちゃんなんだね。,感謝する
1_15048,夫が長期出張に行ってしまったよ～。しばらく帰ってこないや。,そうなんだ。どこに行ったの？,さびしい
1_15049,前の車が指示器を出さずに車線変更してきたから、怖かったわ～。,指示器くらいちゃんと出して欲しいね。,怖い
1_15050,前の車が、白線をはみ出して運転していたんだよね～。,え～どうしてはみ出して運転していたんだろうね。,恐ろしい
1_15051,残業をしたくなかったので、仕事をやり残して帰ってきちゃった。,お疲れ様～。そういうときってあるよね。,うしろめたい
1_15052,先輩はお店の売り場づくりが独特で、とても上手なんだよ！毎回凄すぎて感動しちゃう。,そうなんだ～。センスある人羨ましい。,感動する
1_15053,同僚がやり残した仕事を引き継ぐことになった～。最悪だ。,ドンマイ。引継ぎって途中からだから大変だよね。,嫌悪感を抱く
1_15054,今ダイエットをしてるよ～！,お～痩せたの？,期待する
1_15055,早起きは得意な方かな～。,え～すごいね！スッキリ起きられるの？,自信がある
1_15056,妻がパソコンを壊したので、買い替えが必要になってしまった～。,え～どうして壊れちゃったの？,激怒する
1_15057,パソコンの画面がおかしいので、もしかしたら壊しちゃったのかも。,え～大変だ！どうおかしいの？,不安に思う
1_15058,新しいパソコンを購入したので、性能を早く試したいんだ～。,新しいの買ったんだね～。いいね！,待ち望む
1_15059,休みの日は、オンラインゲームを妻と一緒にしているよ！,夫婦で仲良くゲームしているんだね！羨ましいよ。,楽しい
1_15060,押入れの中から、学生の時に着たコスプレの衣装が出てきたよ。,なんのコスプレ衣装なの？,懐かしい
1_15061,連休は夫婦で遠出したかったのに、夫が仕事になり行けなくなってしまった。,仕事になってしまったのは残念だね。,がっかりする
1_15062,冬が来るので、凍結しないように水道管の水落としを済ませたよ。,もう冬が来るのか～。おつかれさま。,心構えする
1_15063,寒くなってきたので、暖かい地域に住んでいる友人が羨ましいよ。,地域によって気温が全然違うもんね。,羨ましい
1_15064,休日はドラマをたくさん観てすごしたよ～。,ドラマをたくさん観られて良かったね！,満足
1_15065,ショッピングセンターのトイレに忘れた買い物袋が無くなっていて、本当に焦った。,え～それはショックだね。すぐ戻ったのに無かったの？,打ちのめされる
1_15066,インターホンが鳴ったので、寝起きの恰好でドアを開けてしまって、本当に恥ずかしかった。,それはドンマイだね。寝起きの恰好ってこと忘れていたの？,恥ずかしい
1_15067,表情が冴えない後輩を気遣って、明日悩みを聞くことになったんだ～。,そうなんだ。打ち明けてくれるのは嬉しいね。,思いやりを持つ
1_15068,祖父が亡くなることを想像したら、悲しくて涙がでてきたよ。,悲しい想像をしてしまったんだね。体調が悪いの？,感傷的になる
1_15069,しばらく留守にするので、念のため合鍵を親に渡したんだ～。,家でトラブルがあったときに、対応してもらうってこと？,信頼する
1_15070,仕事のスピードが遅く、いつも周りに迷惑をかけてしまうよ。,スピードは人それぞれだから、仕方ないんじゃない？,恥じる
1_15071,最近睡眠不足だわ。,寝る時間が取れないの？大丈夫？,懸念する
1_15072,終業時間が迫っている同僚に声をかけて、仕事を引き継いだんだ。,自ら仕事を引き継ぐんだ。優しいんだね。,誠実な気持ち
1_15073,ペットのうさぎが、高速で部屋の中を走り回っていたから、びっくりしたよ。,うさぎって活発なんだね！,おどろく
1_15074,うちのうさぎを初めて公園に連れて行くんだ～！,え～どうやって連れて行くの？,わくわくする
1_15075,部屋で飼っているうさぎが、ソファーを齧ったんだ。,うさぎも齧るんだね～。,怒る
1_15076,夫は家でも仕事に関わる勉強をしているんだ～。,え～！努力家なんだね～。,誇りに思う
1_15077,服を試着して購入したはずなのに、家で着用すると雰囲気変わることってあるよね？,あるある～！色味とかサイズ感とかが急に気になったりする。,悲しい
1_15078,パソコンが勝手に再起動を繰り返すようになってしまった。,え～調子悪いんだね。,いらいらする
1_15079,取り寄せをお願いした商品がお店に届いたみたい！わざわざご丁寧に連絡くれて嬉しいわ。,お～！良かったね。何を取り寄せしたの？,感謝する
1_15080,夫が上司と飲みに行ったので、帰りが遅くなるんだって～。ちょっと寂しいよ。,そんなに一緒に過ごしたいんだ。,さびしい
1_15081,感知式のライトが、誰もいないのに点灯したんだ。ちょっと怖くてビビってる。,それはビビるわ。どこにつけているライトなの？,怖い
1_15082,知り合いから貰ったフルーツの中から、アリが次々と出てきたよ～。,え～それ最悪だね。びっくりしたでしょ？,恐ろしい
1_15083,近所の人がインターホンを鳴らしたことに気づいたんだけど、居留守を使ってしまった。,居留守使ったらばれない？,うしろめたい
1_15084,近所の人が手作りケーキを持ってきてくれたんだ！,え～手作り！すごいね～。,感動する
1_15085,我が家の敷地内を歩く人がいるんだけど、それが地味に嫌なんだよね～。,え～！なんで敷地内を歩かれるのか理由は分かるの？,嫌悪感を抱く
1_15086,美容室で縮毛矯正をあててもらうんだ！髪が綺麗になると期待しているよ。,綺麗なストレートヘアーになるといいね～！,期待する
1_15087,冷凍うどんを美味しく調理できるよ～！よく食べてるんだ。,え～なんかコツあるの？,自信がある
1_15088,夫にアイスを全部食べられた～！風呂上がりに食べようと取っておいたのに。思わず激怒したわ。,うわ～どんまい。全部ってどれだけ食べられたの？,激怒する
1_15089,焼肉屋で食べすぎちゃった～。胃もたれを起こしそうで嫌だな～。,胃もたれって辛いよね。念のため漢方の胃腸薬とか飲んでみたら？,不安に思う
1_15090,明日は海鮮丼を食べに行くんだ～！,いいな～！どこで食べるの？,待ち望む
1_15091,人形に自分じゃ絶対着ない服を作って、着せて楽しんでるんだ。,着れないけど着たい服ってあるよね。,楽しい
1_15092,陶芸教室に通ってるんだけど、土を触ると懐かしい気持ちになったよ。,子どもの頃、泥団子とか作った?,懐かしい
1_15093,同僚がトランスジェンダーで、もともと男なんだけど女の気持ちを持ってるんだ、他の女子達にとっては同僚をまるっきり女とは思えない人もいて、そういう人に対して全く自分の主張しかしないんだよね、深く考えて社会に出てきてたと思ったからがっかりしたよ。,表立って言えないし、困っちゃうよね。,がっかりする
1_15094,旦那とは趣味が合わないっていうか、はっきり言ってダサいんだけど、その旦那がカーテン買ってくるんだ。,どうしてそんなことになっちゃったの?,心構えする
1_15095,電車で若者達が5人くらい、大爆笑してて、止まらなくなって、ずーっとヒーヒー笑ってた。,なんかわかる、もうすっかり意味なんてなくなってるのに笑い続けてしまう、苦しいやつ。,羨ましい
1_15096,陶芸教室に通ってるんだけど、今回作った壺が満足いく出来でした。,何か作り出すのって楽しいよね。,満足
1_15097,旦那は私とは再婚で、前の奥さんとは死別なんだ。,そうなんだ、旦那さん大変だったんだね。,打ちのめされる
1_15098,友達は芝居してるから、ものすごく声が通るからお茶しながらおしゃべりしてても、お店中に友達の声が響き渡っちゃって恥ずかしい時がある。,別になんてことない内容でも恥ずかしいね,恥ずかしい
1_15099,同僚はトランスジェンダーで、もともと男なんだけど女の気持ちを持っているんだ、やっぱり色々大変なことがあると思うから、理解しようと思ってるんだ。,世の中に少しずつ浸透してきたとはいえ、大変なことが多いでしょうね。,思いやりを持つ
1_15100,親が高齢で今までやってたお菓子屋さんを、お弟子さんに委ねたんだ。,子どもさん、継がなかったんですね?,感傷的になる
1_15101,腰痛持ちなんだけど、今のマットレスにしてからすっかり良くなったよ。,今は腰痛にいいマットがたくさんあるみたいだよね?,信頼する
1_15102,空き巣に入られたんだけど、入られる前からぐちゃぐちゃの汚部屋だったから、何がどう変わったのかわからなかった。,ヤバくない?盗られた物はあったの?,恥じる
1_15103,友達が睡眠薬を常用しててね、一応病院から出てる薬らしいんだけど、大丈夫なのかな?,不眠症だったの?,懸念する
1_15104,仲良くしてた男友達に告白されたんで、HIVのキャリアだってちゃんと言ったよ。,そっか、付き合う前に言わないと駄目だよね。,誠実な気持ち
1_15105,旦那が女装してるんだって、服を見つけて問い詰めたらカミングアウトしたよ、ちょっと頭が理解を拒んでる。,女装バーとかあるんだよね?女装して集まるの。,おどろく
1_15106,動物注意の道路標識あるじゃん?不謹慎だけど、ほんとに出てこないかな?ってわくわくするよね?,不謹慎だけど、わかる、鹿とかだと可愛いよね。,わくわくする
1_15107,旦那が女装趣味があるんだけど、こっそり私の化粧品使ってたんだって、最近減りが早いと思ったよ、ムカつくわ。,どういうこと、メイクして自宅から出かけたってこと?,怒る
1_15108,娘のYouTubeチャンネルの登録者が10万人超して楯が送られてきたよ、さすが、わが娘よ。,どんな内容を配信してるの?,誇りに思う
1_15109,ハンバーバーセット、テイクアウトして家で食べようと思ったら、ハンバーガーがなかった、悲しすぎる。,ひどーい、メインだよ、メインのハンバーガーがないなんて。,悲しい
1_15110,ゆで卵の殻がぼそぼそぼそぼそ、綺麗に剥けなくてイライラする。,するする、ちょっと古い卵の方が剥けやすいってよ。,いらいらする
1_15111,友達が米農家に嫁いだんだけど、毎年新米を送ってくれるんだよ、ありがたいよ、ごっつあんです。,新米、美味しいよね、塩むすびにして食べたい。,感謝する
1_15112,髪を切ったんだ、久し振りにバッサリ短くしたから首の辺りが寂しい感じよ。,さっぱりしたでしょ?,さびしい
1_15113,誕生日に毎年、知らない名前、住所からお花が届くんだよ、怖くない?,届先を間違ってるわけじゃないんだよね?,怖い
1_15114,横浜辺りの異臭騒ぎって何なんだろう?何日もだし、原因不明で恐ろしいよね。,調べてるけど、まだはっきりわかってないみたいだね。,恐ろしい
1_15115,夫の本棚の埃被った本を貸してもらおうと、パラパラしたら2万円挟まれてた、忘れているようなので生活費にさせていただきました。,忘れてるとは思うけど、何て本に挟まれてたの?,うしろめたい
1_15116,旦那が女装趣味なんだけど、この際、この何十年も女をやってる私が、旦那に立派な女装をしてやろうってね。,だてに長いこと女をやってないわってわけね。,感動する
1_15117,同僚はトランスジェンダーで、もともと男性なのが気持ちは女性なんだけど、なんかハグしてきたり、ベタベタ触ったり、腕組んできたりするのがすごい嫌。,なんかそういうの好きそうだよね。,嫌悪感を抱く
1_15118,筋トレしてるんだ、最終的に引き締まったナイスバディになることに期待してるよ。,筋トレしてる人、多いよね、始めると癖になるの?,期待する
1_15119,巻き舌には自信があるんだ、血の滲むような練習をしたんだ。,どこから血が?舌から?巻き舌が出来て役に立つの?,自信がある
1_15120,イラスト描いてはSNSにあげてるんだけど、盗作だって言われた、オリジナルだわ、じゃないとあげないわ。,誰のを盗作してるって言ってるの?,激怒する
1_15121,芸能人にSNSで暴言を吐いたんだけど、訴えられないよね?,なんでそんなことしたの?どういう気持ちなの?相手が傷つくと思わないの?,不安に思う
1_15122,秋になってリンゴの季節がやってくると、お菓子作りが得意な姉がタルトタタンを焼いて持ってきてくれます。,いいなー、タルトタタンってリンゴがみっしり詰まって焼いてあるのだよね?,待ち望む
1_15123,アメリカに留学していた友達は、すっかりアメリカかぶれになってしまって、話してると楽しくて内容が入ってこない。,どういうこと?,楽しい
1_15124,陶芸教室に行ってるんだけど、土いじってたら小学校の頃を思い出したよ。,小学校で土いじってたの?粘土?,懐かしい
1_15125,羊毛フェルトの袋の見本が可愛いくて、作ってみたくなってやってみた。,どう?可愛くできた?,がっかりする
1_15126,GAOでホラー映画ウィンチェスターハウスを観る前に心構えしたよ、そう怖くない映画だとは思ったんだけどね。,どんどん家を建て増しする実話だよね?怖かった?,心構えする
1_15127,平凡な名前が羨ましいな、何かやっちまった場合すぐにわかっちゃう名前なんだよね、苗字も下の名前もどっちも珍しいんだよね。,珍名さんの方が覚えられるし、かっこいいでしょ?,羨ましい
1_15128,巻き舌の練習をずっとしてたんだ、もう完璧にできるようになって満足したよ。,練習するほど巻き舌を使うなにかがあるんですか?,満足
1_15129,自分は差別主義者ではないと思ってたけど差別してたよ、ショックだ。,どうしてそう思ったの?,打ちのめされる
1_15130,羊毛フェルトの黄色い鳥を作ったはずが溶けた黄色い妖怪になったんだけど、誰にも見られないようにしてたのに、旦那に見られて爆笑された。,ひどい、でもなぜ始末しなかったの?,恥ずかしい
1_15131,母の耳が聞こえが悪くなってきたのか、テレビ観てて結構大きいボリュームでも「何言ってるかわからない」って言うんだよ。,お年寄りの家はテレビの音がガンガン響いているね。,思いやりを持つ
1_15132,父の遺影は昔の作家みたいに着流し着て、斜に構えて気取ってる写真だよ、なんかかっこいいの。,お父様、文化人だったんですか?,感傷的になる
1_15133,入院することになったんだ、ちょっと休むことになるから、信頼してる同僚に引き継ぎしてもらった、同僚の仕事は増えるけど頼めるのは他にいなかったんだよね。,頼りになる同僚さんなんですね。,信頼する
1_15134,近くにお安い英会話教室ができたから習ってたんだけど、全然単語すらも覚えられないし、面倒になってやめちゃった。,なにも始まってないのに辞めちゃったんですか?,恥じる
1_15135,近くの山、最近車が山道に入っていくのを何度か見てたんだけど、UFOを呼ぶ謎の集団の拠点になってるんだって、怪しいよね。,何するのかな?ちょっと興味があるね。,懸念する
1_15136,今付き合ってる彼とは結婚の話もなんとなく出てきてるから、私には色盲遺伝子があることを告白したんだ。,男の子に遺伝しやすいんだよね。,誠実な気持ち
1_15137,川にエイがいたよ、びっくりした、あの川、結構海からは離れてて淡水じゃないのかな?浅くて可哀想だった。,間違って入り込んでしまったのかな?,おどろく
1_15138,義姉のママ友が私と同級生の友達で、そこから情報なんだけどね、義姉の浮気が義兄にバレたんだって、私ったらゲスいからこれからどうなるかワクワクするな。,ちょっと人間性を疑うわ、火の粉が飛んでこないといいですね。,わくわくする
1_15139,エスカレーターで下ってたら、男がすごいスピードで横を駆け抜けていったよ、ぶつかったら落ちるよ、危ないな。,放送でもさんざんエスカレーターは歩いたら危ないって言ってなかった?,怒る
1_15140,仕事で企画したイベントが成功しました、やったー。,おめでとうございます、良かったですね。,誇りに思う
1_15141,新しい服を着て会社行ったら、私より30歳も若い新人と服がかぶってたよ、悲しい。,同じ服の趣味なんですね、気が合うかもしれませんね。,悲しい
1_15142,ちょっと長く冷蔵庫開けてると冷蔵庫に注意されるのがイライラするわ、いろいろ事情があることを察しろと思っちゃう。,開けっ放しにする人が多いからついてる親切機能です。,いらいらする
1_15143,姑が持ってる国家資格の試験を受けることになってね、姑が「この試験は頭のいい人しか受からない」なんて自画自賛みたいなことを言うわけですよ。,うんうん、それでそれで。,感謝する
1_15144,義両親がお昼一緒に食べようってお寿司を持ってきてくれたんだ。,優しいね。美味しかった?,さびしい
1_15145,そろそろ静電気のシーズンだね、ほんと怖い。,ピシピシ、突然やってくるよね。,怖い
1_15146,原子力発電を使ってる限り核のごみが出続けるから、核ごみ処理場をどこかには作らなきゃいけないのはわかるけど、住んでる近くにできるのは嫌だな。,処理場って、ごみがなくなるわけでもないみたいです。,恐ろしい
1_15147,夫が水はエビアンしか飲まないんだけど、いつもネットで買ってるんだけど忘れててさ、エビアンのペットボトルに水道水入れて冷蔵庫に入れといた。,ひどい、味が違うからバレるでしょ?,うしろめたい
1_15148,屋久島の縄文杉を見てきたよ、そこに行き着くまでが大変だったけど、それも吹っ飛ぶくらいの素晴らしさだったよ。,いいですね、やっぱり素晴らしいんだ。,感動する
1_15149,友達はタラレバ話が好きなんだよね、意味がないからしたくないな、タラレバ話が始まったらうんざりする。,言ってる前にすれよって感じです。,嫌悪感を抱く
1_15150,お高い美容液を頂いたんだ、使い続けてたらピカピカのツルツル肌にならないかな?,その前になくなっちゃうそう。,期待する
1_15151,チャーハン作りには自信があるんだ、パラパラご飯ふっくら卵に仕上げますよ。,いいね、チャーハンは作るの難しいよね。,自信がある
1_15152,旦那が泥酔で帰ってきたよ、玄関でよれよれどろどろに溶けていたよ、ほんと酔っ払いって大嫌い、あったまにくるわ。,玄関で溶けてもらっても困るよね。,激怒する
1_15153,昨シーズンの終わりごろ、ストーブの調子が悪かったんだよね、いつまでも着火しなかったりしてた、今シーズンは動いてくれるのか?,毎年、専門業者さんにメンテナンスしてもらわないと駄目じゃないの?,不安に思う
1_15154,ディアゴスティーニが出始めのころ、毎週、殺人鬼情報の本が来るってのがあったんだよね。,毎週来るほど有名殺人鬼がいるんだね。,待ち望む
1_15155,ひとりカラオケ最高ー、ガンガン好きなだけ歌える。,人の歌ってるの聞かなくていいし、順番待ちもない。,楽しい
1_15156,人形に服作るのにハマってるから、生地を求めて実家の押し入れを探してたら、子どもの頃、母に作ってもらったスカートの生地を見つけたよ、懐かしいな。,お母さん、ちゃんと保存しておいたんですね。,懐かしい
1_15157,友達の家に遊びに行くときに、一緒にプリン食べようって持っていったんだけど、とうとう最後まで出してもらえなかった、美味しそうだったのにな、食べたかった。,プリン食べようよって言えば良かったのに。,がっかりする
1_15158,夫が単身赴任することになったんだ、私達は子どもの学校や私の仕事の関係でこっちにいることになった。,そっか、寂しいね。,心構えする
1_15159,フランス人のサイクリスト、ティボー・ピノはいつもはロバみたいな冴えない感じなんだけど、フランス語で話すとたちまち素敵に見えるんだよな、知的に見えるし、フランス語マジックかな?私も話せたらいいな。,フランス語、話してる人で声張り上げてる人はいないイメージだね。,羨ましい
1_15160,この頃、寝不足でだからって寝つきも悪かったんだけど、やっとぐっすりたっぷり寝られたよ、すっきりした。,人間、寝ないと駄目ですね。,満足
1_15161,家を新築したんだけど、シックハウス症候群になってしまった、どうしたらいいんだろう?打ちのめされているよ。,体調は大丈夫なの?,打ちのめされる
1_15162,すっかりマスクするのに慣れてしまって、マスク無しで人と会うのが恥ずかしくなってしまった。,化粧しなくてもいいしね。,恥ずかしい
1_15163,友達が風邪っぽくて、もしコロナだと外に出られないっていうから、必要なものを訊いて買い物してきたよ。,疑わしいときは外に出ない方がいいですね。,思いやりを持つ
1_15164,クロード・モネの散歩・日傘をさす女が大好きで観てると泣きたくなっちゃうんだよね。,絵の背景に何かあるの?,感傷的になる
1_15165,結婚してから全然連絡取れてなかった友達がいきなり現れて「お金貸してくれ」って言ったの、彼女がそんなこと言うなんてよっぽどのことだと思って、一緒に銀行に行ってまとまったお金を渡したんだ。,それからお友達はどうしたのですか?,信頼する
1_15166,弟が大麻で逮捕されたんだって、なんて馬鹿な子なんだろう、恥ずかしいわ。,困った弟さんですね。,恥じる
1_15167,妹の子どもの名前が所謂キラキラネームなんだって、名付け前に両方の親が反対して説得したけど、届けを出してしまったみたい。,最近は少し減っている傾向だと思ってましたが。,懸念する
1_15168,息子に本当の父親は旦那じゃないと教えたんだ、本当の父親は金持ちになったから、何かあったら頼りなさいって。,旦那さんは知ってるんですか?,誠実な気持ち
1_15169,友達がスペイン留学してたんだけど、すっかりスペインかぶれになってしまったよ。,スペインかぶれってどういうの?,おどろく
1_15170,近所に空き店舗が有ったんだけど、工事してるんだよね、なんの店になるのかな?わくわくするな。,何のお店がいいの?,わくわくする
1_15171,自転車が歩道を走ってもいいことはわかってるけど、チリンチリン鳴らせば歩行者が除けて通してくれるって思ってるよね、こっち優先だわ、自転車から降りて待ってろ。,降りて追い越すのが正解だよね。,怒る
1_15172,父が無事故無違反で免許返納したことを誇りに思います。,なんか鏡のような方ですね。,誇りに思う
1_15173,近所にパン屋ができるって噂にはなってたけど、高級食パン専門店だって、いろんなパンが食べたかったよー。,期待してたのに残念でしたね。,悲しい
1_15174,友達がなんでもひとりでできない人で、一緒の職場だった時は、朝は待ち合わせて一緒に出勤、昼は一緒に食べる、どこかに移動するのも一緒、帰りも一緒に会社を出るってやってた、今はやれっていってもできない。,中学生みたいなお友達ですね。,いらいらする
1_15175,兄は結婚前は俺様で構いたくなかったけど、結婚してから別人のようにいい人になったんだよ、兄嫁さんのおかげだよ、感謝してます。,どんなことをしたんでしょうかね?,感謝する
1_15176,旦那が女装趣味だったんだけど、私が女装衣裳を見つけてわかったんだよね、旦那自らが教えてくれなかったことが寂しいな。,旦那さんは嫌われるって思って、言えなかったんじゃないですか?,さびしい
1_15177,点滴液がなくなってたのに気が付かなくて、気が付いたら血が逆流してた、管の上の方まで血が上ってて、どうなるのかわからなくて怖かったな。,大丈夫だった?,怖い
1_15178,あのバッタの大群はどこへ行ったのかな?死んじゃったのかな?,中国に来るって言ってたところで消息が途絶えました。,恐ろしい
1_15179,友達と同じ職場に派遣で働いてたんだけど、私だけ派遣延長されて、うしろめたかったよ。,派遣社員てそういうものでしょ?,うしろめたい
1_15180,ジョン・アーヴィングの小説ホテルニューハンプシャーの一説に「開いた窓の前で立ち止まるな」という一節があるんだ、そしてクイーンに「Keep passing the open winndow」という曲があって、両方大好きだから発見したときは鳥肌たったよ。,それはクイーンが後から作った?,感動する
1_15181,友達と話していると「でも」「だって」とか否定から入るんだよね、嫌な感じだよ。,いつも反対意見があるのかな?,嫌悪感を抱く
1_15182,陶芸教室に行ってるんだけど、今回窯出しする作品はよくできてると思うんだ、出来を期待してる。,完成ですか?,期待する
1_15183,私は存在を消すことに自信があります。,どういうこと?,自信がある
1_15184,姑が捨てるようなものを送ってくるんだよね、賞味期限のきれたパンとか、袋の開いてるスナック菓子とか、嫌がらせなのかな?,嫌われてるの?,激怒する
1_15185,最近、芸能人の自殺のニュースが多いよね、なんだかどんより不安になるね。,連鎖反応なのかな?コロナも影響してるのかな?,不安に思う
1_15186,旦那が単身赴任してるんだ、早く終わらないかな、つまんないんだよね。,どうして一緒に行かなかったの?,待ち望む
1_15187,うちの娘がご飯食べてくれないので、リビングにテント張ってキャンプごっこすることにしたよ。,ご飯食べないのと、キャンプになんの関係が?,楽しい
1_15188,リビングにテントを張ってキャンプごっこしてるんだ、娘にお昼寝させなくちゃね。,楽しそうだね。,懐かしい
1_15189,リビングでテント張ってキャンプごっこしてるんだ、旦那が帰ってきたよ、テント見てすごい嫌な顔してた。,残念、旦那さん疲れてたのかな?,がっかりする
1_15190,うちの旦那って、家族で一緒に楽しもうって気持ちが全然ない人なんだと思う、私だけならわかるけど、娘のことかわいくないのかな?,どうしてそう思うの?,心構えする
1_15191,友人がまた違う女性を連れていました。,また、ってどういう意味ですか？,羨ましい
1_15192,欲しかった服を買いに行ったら、バーゲンの対象になっていました。,ラッキーですね。,満足
1_15193,ボウリングには結構自信があったんですけど。,どうしたんですか？,打ちのめされる
1_15194,大盛りラーメンの早食いに挑戦したんですが、ダメでした。,惜しかったんですか？,恥ずかしい
1_15195,具合の悪い犬がいるので、引き取って面倒を見ています。,飼ってた犬ですか？,思いやりを持つ
1_15196,コスモスの花を見ると、亡くなった母を思い出します。,なぜですか？,感傷的になる
1_15197,仮想通貨には将来性を感じます。,危ないっていう人もいますよ。,信頼する
1_15198,海岸の清掃活動に参加したんですが、信じられないぐらいゴミがあって。,大変でしたね。,恥じる
1_15199,今度海外旅行に行くんですが、ちょっと心配です。,楽しみじゃないんですか？,懸念する
1_15200,誰も気づいてはいないと思ったんですけど、いたずらを名乗り出てきました。,どうして名乗り出たんですか？,誠実な気持ち
1_15201,SNSで私が不祥事を起こしたとデマが流れています。,それは大変ですね。,おどろく
1_15202,沖縄旅行に行くことになりました。,いいですね。,わくわくする
1_15203,子どもが勝手に財布から金を抜き取っていました。,それは大変ですね。,怒る
1_15204,柔道の選手が、世界大会で優勝しました。,すごいですね。,誇りに思う
1_15205,楽しみにしていた柿の実を、カラスに持っていかれました。,食べられそうになってたんですか？,悲しい
1_15206,いれておいた箱の中で輪ゴムがすっかり絡んでしまいました。,困りましたね。,いらいらする
1_15207,財布を忘れて昼を食べに出てしまって。,どうしたんですか？,感謝する
1_15208,としまえんが閉園するというニュースを見ました。,残念ですね。,さびしい
1_15209,通学路の途中にものすごく吠える犬がいるんだよね。,いやですね。,怖い
1_15210,大丈夫だろうと高をくくって、今年は予防接種をしなかったんですけど。,かかっちゃったんですか？,恐ろしい
1_15211,夫婦だけでヨーロッパ旅行に行ってきました。,いいですね。,うしろめたい
1_15212,グランドキャニオンに初めて来ました。,素晴らしい風景でしょうね。,感動する
1_15213,今日道端にタンを吐く人を見てしまいました。,いやですねえ。,嫌悪感を抱く
1_15214,この夏は暑かったので、稲が良く育ちました。,いい気候でしたね。,期待する
1_15215,病虫害に強い品種を開発して栽培しています。,いい感じなんですか？,自信がある
1_15216,踏切の遮断機が下りてるのに、くぐっていこうとする子どもがいて。,危ないですねえ。,激怒する
1_15217,登山の途中で、思ったよりも水筒の水を飲んでしまって。,水が無くなると大変ですよね。,不安に思う
1_15218,旅館を始めることにしたので、予約を取り始めました。,いよいよって感じですね。,待ち望む
1_15219,今日学校でお楽しみ会があって、出し物をしました。,うまくいきましたか？,楽しい
1_15220,コンタクトにする前にかけていたメガネが出てきました。,よく取ってありましたね。,懐かしい
1_15221,急いで行ったのに電車に乗り遅れてしまいました。,困りましたね。,がっかりする
1_15222,バスの本数が少ないので、しっかり時間を確かめてから出発します。,慎重ですね。,心構えする
1_15223,友達からバッグの自慢を聞かされて。,そんなにいいバッグなんですか？,羨ましい
1_15224,ギリシャ料理を食べてきました。,珍しいですね。,満足
1_15225,買ったばかりの新車なのに、側溝にはまってしまいました。,やっちゃいましたね。,打ちのめされる
1_15226,会社の後輩と飲みに行って、おごってやるって言ったのまではよかったんですが。,思ったより高かったとか？,恥ずかしい
1_15227,大きなクモの巣がかかっているのを見て、払っておきました。,ああ、嫌ですよねえ、クモの巣。,思いやりを持つ
